system:index,area,landcover,grid,.geo,lon,lat
2_2089_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.84413767295709,30.866607235753023]}",106.8441377,30.86660724
2_2090_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.98157991142737,31.156583409466805]}",106.9815799,31.15658341
2_2091_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.97619001972265,31.144186658545955]}",106.97619,31.14418666
2_2092_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.98265788976832,31.0919047090102]}",106.9826579,31.09190471
2_2093_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.85653442387793,30.835884853036138]}",106.8565344,30.83588485
2_2094_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.81503225775161,30.813786297046796]}",106.8150323,30.8137863
2_2095_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.82796799784293,30.86822420326444]}",106.827968,30.8682242
2_2096_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.82473406282011,30.89409568344708]}",106.8247341,30.89409568
2_2097_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.0651232328505,31.129094961772747]}",107.0651232,31.12909496
2_2098_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.75951637319302,30.87792600833293]}",106.7595164,30.87792601
2_2099_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.89749760083379,30.813786297046796]}",106.8974976,30.8137863
2_2100_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.99020373815492,31.159278355319163]}",106.9902037,31.15927836
2_2101_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.84252070544568,30.81863719958104]}",106.8425207,30.8186372
2_2102_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.84844958632087,30.8746920733101]}",106.8484496,30.87469207
2_2103_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.05003153607728,31.153349474443974]}",107.0500315,31.15334947
2_2104_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78377088586426,30.856905430684535]}",106.7837709,30.85690543
2_2105_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.90180951419757,31.084358860623595]}",106.9018095,31.08435886
2_2106_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.83335788954766,30.85906138736642]}",106.8333579,30.85906139
2_2107_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.79455066927369,30.857983409025476]}",106.7945507,30.85798341
2_2108_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.85491745636652,30.898946585981328]}",106.8549175,30.89894659
2_2109_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.97780698723408,31.09513864403303]}",106.977807,31.09513864
2_2110_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.06242828699813,31.09837257905586]}",107.0624283,31.09837258
2_2111_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.97403406304078,31.139874745182183]}",106.9740341,31.13987475
2_2112_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.05811637363436,31.15173250693256]}",107.0581164,31.15173251
2_2113_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.84737160797992,30.855288463173117]}",106.8473716,30.85528846
2_2114_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.01769218584899,31.100528535737748]}",107.0176922,31.10052854
2_2115_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.73957377388558,30.85906138736642]}",106.7395738,30.85906139
2_2116_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.8630022939236,30.860678354877834]}",106.8630023,30.86067835
2_2117_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.97403406304078,31.156583409466805]}",106.9740341,31.15658341
2_2118_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.98535283562067,31.108613373294823]}",106.9853528,31.10861337
2_2119_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.0020614999053,31.09244369818067]}",107.0020615,31.0924437
2_2120_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.72609904462378,30.886549835060478]}",106.726099,30.88654984
2_2121_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.06404525450955,31.165746225364824]}",107.0640453,31.16574623
2_2122_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.82689001950199,30.853671495661704]}",106.82689,30.8536715
2_2123_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.80802539853548,30.827261026308587]}",106.8080254,30.82726103
2_2124_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.85545644553699,30.8251050696267]}",106.8554564,30.82510507
2_2125_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.0705131245552,31.10484044910152]}",107.0705131,31.10484045
2_2126_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.05865536280483,31.090287741498784]}",107.0586554,31.09028774
2_2127_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.88725680659482,30.87145813828727]}",106.8872568,30.87145814
2_2128_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.01068532663285,31.09891156822633]}",107.0106853,31.09891157
2_2129_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.80748640936501,30.86552925741208]}",106.8074864,30.86552926
2_2130_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.96702720382464,31.13610182098888]}",106.9670272,31.13610182
2_2131_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87378207733303,30.863912289900664]}",106.8737821,30.86391229
2_2132_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.86839218562831,30.82456608045623]}",106.8683922,30.82456608
2_2133_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.04464164437256,31.133945864306995]}",107.0446416,31.13394586
2_2134_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.84359868378661,30.866068246582554]}",106.8435987,30.86606825
2_2135_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.74496366559029,30.822410123774343]}",106.7449637,30.82241012
2_2136_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.91582323262982,31.084358860623595]}",106.9158232,31.08435886
2_2137_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.94061673447152,31.136640810159353]}",106.9406167,31.13664081
2_2138_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.74873658978359,30.816481242899155]}",106.7487366,30.81648124
2_2139_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.88240590406058,30.85906138736642]}",106.8824059,30.85906139
2_2140_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.99721059737105,31.085975828135012]}",106.9972106,31.08597583
2_2141_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.97996294391596,31.143647669375483]}",106.9799629,31.14364767
2_2142_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.76598424323869,30.834806874695193]}",106.7659842,30.83480687
2_2143_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.73795680637416,30.8746920733101]}",106.7379568,30.87469207
2_2144_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.96756619299511,31.166285214535296]}",106.9675662,31.16628521
2_2145_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.77460806996623,30.845586658104626]}",106.7746081,30.84558666
2_2146_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.94977955036954,31.168441171217182]}",106.9497796,31.16844117
2_2147_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87486005567398,30.857444419855003]}",106.8748601,30.85744442
2_2148_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.86408027226454,30.826183047967646]}",106.8640803,30.82618305
2_2149_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.02362106672417,31.125322037579448]}",107.0236211,31.12532204
2_2150_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.93253189691445,31.10484044910152]}",106.9325319,31.10484045
2_2151_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.76059435153397,30.898407596810856]}",106.7605944,30.8984076
2_2152_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.72394308794189,30.854210484832173]}",106.7239431,30.85421048
2_2153_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.85222251051417,30.852054528150287]}",106.8522225,30.85205453
2_2154_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.02146511004229,31.1204711350452]}",107.0214651,31.12047114
2_2155_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.02362106672417,31.08543683896454]}",107.0236211,31.08543684
2_2156_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.8058694418536,30.85906138736642]}",106.8058694,30.85906139
2_2157_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.79455066927369,30.824027091285757]}",106.7945507,30.82402709
2_2158_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.0629672761686,31.159817344489635]}",107.0629673,31.15981734
2_2159_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.8667752181169,30.828877993820004]}",106.8667752,30.82887799
2_2160_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.8134152902402,30.851515538979815]}",106.8134153,30.85151554
2_2161_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.01122431580332,31.16736319287624]}",107.0112243,31.16736319
2_2162_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.02416005589464,31.100528535737748]}",107.0241601,31.10052854
2_2163_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.7525095139769,30.839657777229437]}",106.7525095,30.83965778
2_2164_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.72017016374859,30.83750182054755]}",106.7201702,30.83750182
2_2165_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.98211890059784,31.09459965486256]}",106.9821189,31.09459965
2_2166_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.91097233009557,31.1700581387286]}",106.9109723,31.17005814
2_2167_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.04086872017926,31.14203070186407]}",107.0408687,31.1420307
2_2168_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.83659182457049,30.883315900037648]}",106.8365918,30.8833159
2_2169_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.7713741349434,30.862834311559723]}",106.7713741,30.86283431
2_2170_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.74011276305605,30.850976549809346]}",106.7401128,30.85097655
2_2171_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.96702720382464,31.135562831818408]}",106.9670272,31.13556283
2_2172_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.97672900889313,31.15119351776209]}",106.976729,31.15119352
2_2173_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.85707341304841,30.85259351732076]}",106.8570734,30.85259352
2_2174_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.72879399047613,30.88816680257189]}",106.728794,30.8881668
2_2175_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.79778460429652,30.885471856719533]}",106.7977846,30.88547186
2_2176_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.9163622218003,31.105918427442464]}",106.9163622,31.10591843
2_2177_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.07320807040756,31.143108680205014]}",107.0732081,31.14310868
2_2178_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.96055933377897,31.109691351635767]}",106.9605593,31.10969135
2_2179_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.93414886442586,31.13879676684124]}",106.9341489,31.13879677
2_2180_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.02200409921275,31.136640810159353]}",107.0220041,31.13664081
2_2181_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.05919435197531,31.105918427442464]}",107.0591944,31.10591843
2_2182_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.75089254646548,30.83750182054755]}",106.7508925,30.83750182
2_2183_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.99667160820059,31.099450557396803]}",106.9966716,31.09945056
2_2184_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.76706222157964,30.892478715935667]}",106.7670622,30.89247872
2_2185_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.98265788976832,31.140952723523124]}",106.9826579,31.14095272
2_2186_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.92875897272114,31.158200376978222]}",106.928759,31.15820038
2_2187_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.80910337687642,30.81270831870585]}",106.8091034,30.81270832
2_2188_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.8877957957653,30.882776910867175]}",106.8877958,30.88277691
2_2189_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.98427485727973,31.084358860623595]}",106.9842749,31.08435886
2_2190_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.86839218562831,30.891939726765195]}",106.8683922,30.89193973
2_2191_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.72717702296472,30.82672203713812]}",106.727177,30.82672204
2_2192_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78053695084142,30.819715177921985]}",106.780537,30.81971518
2_2193_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.79293370176228,30.823488102115288]}",106.7929337,30.8234881
2_2194_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.72340409877143,30.82780001547906]}",106.7234041,30.82780002
2_2195_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.98643081396162,31.1452646368869]}",106.9864308,31.14526464
2_2196_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.06350626533907,31.096216622373973]}",107.0635063,31.09621662
2_2197_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78323189669378,30.85313250649123]}",106.7832319,30.85313251
2_2198_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.7314889363285,30.813247307876324]}",106.7314889,30.81324731
2_2199_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.76275030821586,30.831572939672363]}",106.7627503,30.83157294
2_2200_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.0764420054304,31.089748752328312]}",107.076442,31.08974875
2_2201_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.93684381027822,31.140952723523124]}",106.9368438,31.14095272
2_2202_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87270409899209,30.87145813828727]}",106.8727041,30.87145814
2_2203_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.06027233031624,31.16790218204671]}",107.0602723,31.16790218
2_2204_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.88671781742435,30.81486427538774]}",106.8867178,30.81486428
2_2205_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.74496366559029,30.862834311559723]}",106.7449637,30.86283431
2_2206_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.05865536280483,31.09837257905586]}",107.0586554,31.09837258
2_2207_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.95516944207426,31.099450557396803]}",106.9551694,31.09945056
2_2208_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.94762359368765,31.0956776332035]}",106.9476236,31.09567763
2_2209_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.93630482110775,31.136640810159353]}",106.9363048,31.13664081
2_2210_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.82203911696774,30.90002456432227]}",106.8220391,30.90002456
2_2211_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.79131673425086,30.88493286754906]}",106.7913167,30.88493287
2_2212_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.85383947802558,30.897868607640383]}",106.8538395,30.89786861
2_2213_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.95355247456284,31.16197330117152]}",106.9535525,31.1619733
2_2214_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.81664922526303,30.854749474002645]}",106.8166492,30.85474947
2_2215_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.03925175266785,31.12370507006803]}",107.0392518,31.12370507
2_2216_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.74711962227218,30.895173661788025]}",106.7471196,30.89517366
2_2217_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.88941276327671,30.89409568344708]}",106.8894128,30.89409568
2_2218_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.93091492940303,31.10160651407869]}",106.9309149,31.10160651
2_2219_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.94007774530105,31.111847308317653]}",106.9400777,31.11184731
2_2220_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.85869038055982,30.850976549809346]}",106.8586904,30.85097655
2_2221_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.06620121119144,31.094060665692087]}",107.0662012,31.09406067
2_2222_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.8382087920819,30.88115994335576]}",106.8382088,30.88115994
2_2223_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.77245211328434,30.81863719958104]}",106.7724521,30.8186372
2_2224_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.82796799784293,30.85582745234359]}",106.827968,30.85582745
2_2225_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.8991145683452,30.856366441514062]}",106.8991146,30.85636644
2_2226_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.00691240243954,31.17113611706954]}",107.0069124,31.17113612
2_2227_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.72394308794189,30.8784649975034]}",106.7239431,30.878465
2_2228_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.0171531966785,31.146881604398313]}",107.0171532,31.1468816
2_2229_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.00691240243954,31.16790218204671]}",107.0069124,31.16790218
2_2230_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.93846077778964,31.112925286658598]}",106.9384608,31.11292529
2_2231_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.06566222202096,31.153349474443974]}",107.0656622,31.15334947
2_2232_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.97672900889313,31.083819871453123]}",106.976729,31.08381987
2_2233_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.03763478515643,31.119932145874728]}",107.0376348,31.11993215
2_2234_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.92983695106209,31.162512290341994]}",106.929837,31.16251229
2_2235_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.02793298008794,31.122627091727086]}",107.027933,31.12262709
2_2236_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.04625861188399,31.121549113386145]}",107.0462586,31.12154911
2_2237_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.72825500130567,30.899485575151797]}",106.728255,30.89948558
2_2238_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.94600662617624,31.096216622373973]}",106.9460066,31.09621662
2_2239_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.74172973056746,30.8175592212401]}",106.7417297,30.81755922
2_2240_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.79832359346699,30.847742614786515]}",106.7983236,30.84774261
2_2241_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.04248568769067,31.0881317848169]}",107.0424857,31.08813178
2_2242_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.88132792571963,30.90002456432227]}",106.8813279,30.90002456
2_2243_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.06188929782766,31.153349474443974]}",107.0618893,31.15334947
2_2244_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.01984814253086,31.144186658545955]}",107.0198481,31.14418666
2_2245_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.96325427963134,31.12370507006803]}",106.9632543,31.12370507
2_2246_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.98589182479115,31.147959582739258]}",106.9858918,31.14795958
2_2247_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.0193091533604,31.118854167533787]}",107.0193092,31.11885417
2_2248_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.77622503747766,30.835884853036138]}",106.776225,30.83588485
2_2249_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.92121312433454,31.157122398637277]}",106.9212131,31.1571224
2_2250_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.80155752848982,30.870380159946325]}",106.8015575,30.87038016
2_2251_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.95732539875615,31.09244369818067]}",106.9573254,31.0924437
2_2252_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.80479146351266,30.87415308413963]}",106.8047915,30.87415308
2_2253_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.97241709552935,31.1452646368869]}",106.9724171,31.14526464
2_2254_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.83605283540001,30.8251050696267]}",106.8360528,30.82510507
2_2255_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.96864417133605,31.09459965486256]}",106.9686442,31.09459965
2_2256_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.0155362291671,31.0881317848169]}",107.0155362,31.08813178
2_2257_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.93576583193727,31.133406875136522]}",106.9357658,31.13340688
2_2258_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.99343767317775,31.132328896795578]}",106.9934377,31.1323289
2_2259_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.79347269093275,30.88762781340142]}",106.7934727,30.88762781
2_2260_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.85006655383228,30.8175592212401]}",106.8500666,30.81755922
2_2261_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.92444705935738,31.10214550324916]}",106.9244471,31.1021455
2_2262_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.0381737743269,31.17113611706954]}",107.0381738,31.17113612
2_2263_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.02146511004229,31.105918427442464]}",107.0214651,31.10591843
2_2264_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.02416005589464,31.089209763157843]}",107.0241601,31.08920976
2_2265_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.86138532641218,30.85313250649123]}",106.8613853,30.85313251
2_2266_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.89210770912906,30.828339004649532]}",106.8921077,30.828339
2_2267_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.76598424323869,30.8213321454334]}",106.7659842,30.82133215
2_2268_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.77568604830718,30.87738701916246]}",106.775686,30.87738702
2_2269_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87647702318539,30.886549835060478]}",106.876477,30.88654984
2_2270_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.77514705913671,30.838040809718024]}",106.7751471,30.83804081
2_2271_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.77353009162529,30.876309040821514]}",106.7735301,30.87630904
2_2272_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.88024994737869,30.817020232069627]}",106.8802499,30.81702023
2_2273_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.94007774530105,31.11076932997671]}",106.9400777,31.11076933
2_2274_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.88887377410624,30.899485575151797]}",106.8888738,30.89948558
2_2275_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.76814019992058,30.82187113460387]}",106.7681402,30.82187113
2_2276_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.84252070544568,30.88062095418529]}",106.8425207,30.88062095
2_2277_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.00044453239389,31.149037561080203]}",107.0004445,31.14903756
2_2278_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87108713148068,30.848281603956984]}",106.8710871,30.8482816
2_2279_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.8209611386268,30.871997127457742]}",106.8209611,30.87199713
2_2280_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.88132792571963,30.88708882423095]}",106.8813279,30.88708882
2_2281_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.81179832272879,30.838040809718024]}",106.8117983,30.83804081
2_2282_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.93253189691445,31.159278355319163]}",106.9325319,31.15927836
2_2283_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.95085752871049,31.107535394953878]}",106.9508575,31.10753539
2_2284_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78269290752331,30.857983409025476]}",106.7826929,30.85798341
2_2285_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87917196903776,30.901102542663214]}",106.879172,30.90110254
