system:index,area,landcover,grid,.geo
2_2857_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.93307088608492,31.140952723523124]}"
2_2858_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.86461926143501,30.845047668934157]}"
2_2859_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.88671781742435,30.81863719958104]}"
2_2860_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.90719940590228,31.132328896795578]}"
2_2861_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87216510982162,30.83426788552472]}"
2_2862_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87917196903776,30.816481242899155]}"
2_2863_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.0764420054304,31.17113611706954]}"
2_2864_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.74119074139699,30.85313250649123]}"
2_2865_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.95570843124473,31.128016983431806]}"
2_2866_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.00906835912143,31.089209763157843]}"
2_2867_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.81503225775161,30.898407596810856]}"
2_2868_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.03763478515643,31.112925286658598]}"
2_2869_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.90234850336803,31.168441171217182]}"
2_2870_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.96648821465416,31.141491712693597]}"
2_2871_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.79347269093275,30.846125647275098]}"
2_2872_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.73041095798756,30.875770051651042]}"
2_2873_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.05434344944105,31.160356333660108]}"
2_2874_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.74604164393124,30.891939726765195]}"
2_2875_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.80263550683077,30.882776910867175]}"
2_2876_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.72933297964661,30.89301770510614]}"
2_2877_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.76975716743199,30.833189907183776]}"
2_2878_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87971095820822,30.869841170775853]}"
2_2879_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.72502106628284,30.898946585981328]}"
2_2880_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.90719940590228,31.119932145874728]}"
2_2881_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.7390347847151,30.824027091285757]}"
2_2882_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.97457305221124,31.11615922168143]}"
2_2883_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.73094994715802,30.824027091285757]}"
2_2884_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.8630022939236,30.88493286754906]}"
2_2885_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.07751998377134,31.149037561080203]}"
2_2886_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.0155362291671,31.14203070186407]}"
2_2887_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.91959615682313,31.139874745182183]}"
2_2888_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.73580084969227,30.863912289900664]}"
2_2889_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.82850698701341,30.87738701916246]}"
2_2890_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.90719940590228,31.094060665692087]}"
2_2891_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.96271529046086,31.146342615227844]}"
2_2892_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.88132792571963,30.893556694276608]}"
2_2893_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.92229110267549,31.087592795646426]}"
2_2894_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.73310590383991,30.829416982990477]}"
2_2895_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.85815139138936,30.898407596810856]}"
2_2896_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.83874778125237,30.82456608045623]}"
2_2897_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.02847196925842,31.096216622373973]}"
2_2898_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.83982575959331,30.846125647275098]}"
2_2899_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.79131673425086,30.88385488920812]}"
2_2900_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.92983695106209,31.09891156822633]}"
2_2901_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.83874778125237,30.87145813828727]}"
2_2902_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.95193550705143,31.108613373294823]}"
2_2903_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.76436727572728,30.87253611662821]}"
2_2904_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.8171882144335,30.81863719958104]}"
2_2905_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.9449286478353,31.13879676684124]}"
2_2906_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.0020614999053,31.08328088228265]}"
2_2907_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.94061673447152,31.1452646368869]}"
2_2908_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.72556005545331,30.85313250649123]}"
2_2909_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.85168352134369,30.828339004649532]}"
2_2910_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.74927557895407,30.848281603956984]}"
2_2911_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.92283009184595,31.089209763157843]}"
2_2912_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.99721059737105,31.131250918454636]}"
2_2913_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.0457196227135,31.0919047090102]}"
2_2914_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87270409899209,30.83696283137708]}"
2_2915_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.79455066927369,30.85906138736642]}"
2_2916_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.74604164393124,30.898407596810856]}"
2_2917_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.00098352156435,31.13933575601171]}"
2_2918_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.77838099415953,30.899485575151797]}"
2_2919_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.03925175266785,31.16682420370577]}"
2_2920_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.998288575712,31.099989546567276]}"
2_2921_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.93253189691445,31.152810485273502]}"
2_2922_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.03547882847455,31.128016983431806]}"
2_2923_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.82850698701341,30.867146224923495]}"
2_2924_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.81179832272879,30.870919149116798]}"
2_2925_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.76113334070445,30.82780001547906]}"
2_2926_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.76436727572728,30.901102542663214]}"
2_2927_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.99505464068916,31.084897849794068]}"
2_2928_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.0209261208718,31.1204711350452]}"
2_2929_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.04464164437256,31.117776189192842]}"
2_2930_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.8457546404685,30.867146224923495]}"
2_2931_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.90719940590228,31.125322037579448]}"
2_2932_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.0667402003619,31.152810485273502]}"
2_2933_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.03332287179266,31.14957655025067]}"
2_2934_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.05057052524775,31.16197330117152]}"
2_2935_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78700482088709,30.88439387837859]}"
2_2936_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.81449326858115,30.867146224923495]}"
2_2937_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.06943514621426,31.109691351635767]}"
2_2938_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.99936655405294,31.153349474443974]}"
2_2939_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.97511204138172,31.0881317848169]}"
2_2940_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.01230229414426,31.131250918454636]}"
2_2941_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.06781817870285,31.100528535737748]}"
2_2942_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.74496366559029,30.864451279071137]}"
2_2943_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.0246990450651,31.08328088228265]}"
2_2944_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.85437846719606,30.819715177921985]}"
2_2945_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.07536402708945,31.089748752328312]}"
2_2946_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.01068532663285,31.16089532283058]}"
2_2947_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.81287630106974,30.81432528621727]}"
2_2948_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.86030734807125,30.825644058797174]}"
2_2949_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.77676402664812,30.85906138736642]}"
2_2950_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.97080012801794,31.1204711350452]}"
2_2951_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.73094994715802,30.847203625616043]}"
2_2952_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.81018135521737,30.88439387837859]}"
2_2953_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.9449286478353,31.143647669375483]}"
2_2954_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.82203911696774,30.898946585981328]}"
2_2955_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.9201351459936,31.137179799329825]}"
2_2956_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.9869698031321,31.156583409466805]}"
2_2957_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.97026113884746,31.100528535737748]}"
2_2958_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.90450446004992,31.147420593568786]}"
2_2959_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.98912575981397,31.160356333660108]}"
2_2960_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.72663803379426,30.860678354877834]}"
2_2961_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.96541023631322,31.16466824702388]}"
2_2962_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.83713081374096,30.876309040821514]}"
2_2963_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.03170590428124,31.15119351776209]}"
2_2964_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.04248568769067,31.10430145993105]}"
2_2965_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.06835716787332,31.156044420296332]}"
2_2966_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.80640843102407,30.891400737594722]}"
2_2967_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.90935536258417,31.10106752490822]}"
2_2968_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.01230229414426,31.11076932997671]}"
2_2969_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.82419507364963,30.858522398195948]}"
2_2970_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.82527305199058,30.81486427538774]}"
2_2971_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.96271529046086,31.16466824702388]}"
2_2972_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.8915687199586,30.857983409025476]}"
2_2973_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.0742860487485,31.158200376978222]}"
2_2974_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.02847196925842,31.160356333660108]}"
2_2975_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.06188929782766,31.12963395094322]}"
2_2976_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.0705131245552,31.085975828135012]}"
2_2977_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.9524744962219,31.166285214535296]}"
2_2978_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.81395427941067,30.89732961846991]}"
2_2979_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.06781817870285,31.084897849794068]}"
2_2980_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.9945156515187,31.133945864306995]}"
2_2981_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.98643081396162,31.11723720002237]}"
2_2982_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.02847196925842,31.139874745182183]}"
2_2983_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.9201351459936,31.11454225417001]}"
2_2984_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.07805897294182,31.144186658545955]}"
2_2985_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.96379326880181,31.108613373294823]}"
2_2986_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.93468785359633,31.144186658545955]}"
2_2987_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.82958496535436,30.81270831870585]}"
2_2988_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.01984814253086,31.128016983431806]}"
2_2989_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.79401168010322,30.83696283137708]}"
2_2990_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.04518063354304,31.122627091727086]}"
2_2991_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.74873658978359,30.879542975844345]}"
2_2992_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.0230820775537,31.145803626057372]}"
2_2993_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.77406908079577,30.870919149116798]}"
2_2994_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.01445825082615,31.155505431125864]}"
2_2995_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.92821998355068,31.105379438271992]}"
2_2996_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.86192431558266,30.854749474002645]}"
2_2997_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.79562864761463,30.876309040821514]}"
2_2998_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.73041095798756,30.8251050696267]}"
2_2999_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87378207733303,30.86822420326444]}"
2_3000_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.94061673447152,31.10214550324916]}"
2_3001_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.88671781742435,30.815942253728682]}"
2_3002_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.85976835890077,30.84019676639991]}"
2_3003_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.79724561512604,30.862834311559723]}"
2_3004_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.92875897272114,31.08543683896454]}"
2_3005_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.73041095798756,30.834806874695193]}"
2_3006_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.72448207711237,30.891400737594722]}"
2_3007_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.91797918931171,31.144186658545955]}"
2_3008_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.02523803423558,31.12963395094322]}"
2_3009_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.88456186074247,30.86175633321878]}"
2_3010_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.83551384622955,30.845047668934157]}"
2_3011_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.83982575959331,30.892478715935667]}"
2_3012_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.00637341326907,31.125861026749917]}"
2_3013_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.79077774508039,30.895712650958497]}"
2_3014_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.00313947824624,31.11723720002237]}"
2_3015_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.0726690812371,31.09244369818067]}"
2_3016_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.75412648148831,30.82456608045623]}"
2_3017_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.79401168010322,30.875770051651042]}"
2_3018_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.04248568769067,31.090826730669257]}"
2_3019_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.74550265476077,30.854210484832173]}"
2_3020_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.72124814208954,30.873075105798684]}"
2_3021_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.0117633049738,31.1204711350452]}"
2_3022_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.98211890059784,31.143647669375483]}"
2_3023_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.0209261208718,31.147420593568786]}"
2_3024_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.0193091533604,31.08328088228265]}"
2_3025_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.73687882803321,30.85582745234359]}"
2_3026_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.95355247456284,31.083819871453123]}"
2_3027_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.04356366603162,31.102684492419634]}"
2_3028_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.93899976696011,31.102684492419634]}"
2_3029_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.83012395452482,30.842891712252268]}"
2_3030_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.97780698723408,31.169519149558127]}"
2_3031_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.95786438792662,31.159817344489635]}"
2_3032_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.941155723642,31.163051279512466]}"
2_3033_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.79131673425086,30.856905430684535]}"
2_3034_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.74765861144265,30.886549835060478]}"
2_3035_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.00960734829191,31.163051279512466]}"
2_3036_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.7923947125918,30.83103395050189]}"
2_3037_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.80425247434218,30.838040809718024]}"
2_3038_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87539904484444,30.90056355349274]}"
2_3039_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.01445825082615,31.092982687351142]}"
2_3040_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.01445825082615,31.133945864306995]}"
2_3041_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.75574344899972,30.815942253728682]}"
2_3042_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.96487124714275,31.15873936614869]}"
2_3043_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.02200409921275,31.12693900509086]}"
2_3044_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.8344358678886,30.84666463644557]}"
2_3045_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.83659182457049,30.867685214093967]}"
2_3046_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.73364489301039,30.863373300730192]}"
2_3047_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87162612065114,30.817020232069627]}"
2_3048_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.80748640936501,30.848281603956984]}"
2_3049_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.93091492940303,31.16682420370577]}"
2_3050_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.06458424368002,31.158200376978222]}"
2_3051_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.07213009206663,31.0956776332035]}"
2_3052_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.98265788976832,31.159817344489635]}"
2_3053_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.03925175266785,31.087053806475954]}"
2_3054_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.73633983886275,30.873075105798684]}"
2_3055_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.93792178861916,31.11400326499954]}"
2_3056_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.76167232987491,30.870919149116798]}"
2_3057_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.81988316028585,30.81432528621727]}"
2_3058_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.00098352156435,31.137179799329825]}"
2_3059_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.97888496557502,31.16412925785341]}"
2_3060_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.81934417111539,30.895173661788025]}"
2_3061_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.06835716787332,31.09513864403303]}"
2_3062_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.0629672761686,31.14203070186407]}"
2_3063_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.97511204138172,31.08651481730548]}"
2_3064_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.06188929782766,31.118854167533787]}"
2_3065_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.02146511004229,31.147420593568786]}"
2_3066_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.03601781764502,31.14256969103454]}"
2_3067_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.85383947802558,30.901641531833686]}"
2_3068_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.80748640936501,30.901641531833686]}"
2_3069_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.96541023631322,31.156583409466805]}"
2_3070_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.95840337709708,31.15442745278492]}"
2_3071_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.0306279259403,31.09783358988539]}"
2_3072_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.02739399091747,31.16089532283058]}"
2_3073_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.86084633724171,30.85259351732076]}"
2_3074_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.03493983930407,31.135023842647936]}"
2_3075_0,2,1,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.06081131948672,31.11454225417001]}"
2_3076_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.98750879230256,31.150115539421144]}"
2_3077_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.72717702296472,30.856905430684535]}"
2_3078_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.85869038055982,30.85259351732076]}"
2_3079_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.80533045268312,30.824027091285757]}"
2_3080_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.97403406304078,31.09459965486256]}"
2_3081_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.7277160121352,30.848281603956984]}"
2_3082_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.8705481423102,30.876848029991987]}"
2_3083_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.85491745636652,30.90002456432227]}"
2_3084_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.89372467664049,30.87792600833293]}"
2_3085_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.85869038055982,30.850437560638873]}"
2_3086_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.83389687871812,30.856905430684535]}"
2_3087_0,2,1,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.93199290774398,31.125861026749917]}"
2_3088_0,2,1,28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87701601235587,30.857983409025476]}"
2_3089_0,2,1,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.73364489301039,30.833189907183776]}"
